,supervised_loss,unsupervised_loss,classification_loss,test_accuracy
59,-213.67041236203798,-239.97863768017118,0.5003506312282179,0.8469514032369146
60,-216.00817332680955,-237.634133914628,0.35368352110625784,0.873687155647383
61,-213.44824497481392,-238.35360140916242,0.34246091509746573,0.873983083677686
62,-214.40050785260524,-240.62311814631127,1.0523572248893598,0.8630821711432507
63,-217.34925035292608,-241.2451620531113,0.341485534996957,0.8599776170798898
64,-216.4875659129556,-239.8471833808246,0.7177380601385536,0.8561197916666666
65,-218.08399945456878,-241.26529533021213,0.3425226552285698,0.857717803030303
66,-215.28659109503337,-240.47646812766195,0.3299742863359393,0.8624580320247934
67,-217.0010975198922,-241.5608797017615,0.585322305416914,0.8666548295454546
68,-215.9523653667223,-239.5875169207734,0.3474438098225995,0.8827048898071626
69,-217.84970474525153,-241.80917496789468,0.32690255069145185,0.8497277462121212
70,-218.17423034041323,-238.5533541574833,0.3147365092643722,0.88671875
71,-215.17171328566158,-239.6874039439979,0.33145594990473753,0.875505767906336
72,-216.5012157100231,-240.27727857523126,0.693341709740108,0.5969783057851239
73,-218.56786096717786,-242.85325901702643,0.5464771226886851,0.6523706525482094
74,-217.95176497128466,-243.73486238435584,0.4699749554549889,0.8832644628099173
75,-219.7050991000385,-241.14401518911623,0.3101147695537465,0.8884620351239669
76,-217.6809439368904,-243.12587408095467,0.30927231649598547,0.8758877840909091
77,-219.50859338905286,-242.50856406405995,0.29967349117051895,0.8871222882231405
78,-220.4187573392582,-243.44395156910304,0.34577125611980836,0.8800307765151515
79,-220.12031163773742,-243.14935203772956,0.3131531281050226,0.8744296659779615
80,-218.5520922701168,-240.55541647276044,0.30395941274122046,0.8632920110192838
81,-217.54400252261937,-241.5276097541614,0.4762458441340703,0.8410812672176308
82,-220.96593852268353,-242.32261148919613,0.31423528502853987,0.8772113894628099
83,-220.1472435270149,-242.90729270294767,0.28490023548353377,0.8952522382920111
84,-217.75163749679157,-243.15573399915726,0.2862822858900505,0.8921315426997245
85,-222.70821670062244,-245.33115111177554,0.48927595397040585,0.8745964617768595
86,-220.03316777223435,-244.18117454292593,0.29991919593889366,0.8884835571625345
87,-220.57443257106647,-245.03281037236096,0.27797042462860044,0.8971515581955923
88,-218.8960104313719,-244.30706216561967,0.5224029811255986,0.820608428030303
89,-222.4586240695585,-244.3870388959404,0.4553029482173724,0.8785457558539944
90,-220.15314064104209,-246.21197597049135,0.34705528592182133,0.8821237947658402
91,-220.8140571860562,-244.84997168493177,0.2882502525298258,0.8939178719008265
92,-220.03456024608573,-244.4062982140916,0.27944656630561093,0.8897210743801652
93,-220.68977500962527,-244.80348702321308,0.3392821530492888,0.890119232093664
94,-220.32961452852285,-245.5144427064416,0.28221273645483247,0.8037674328512397
95,-220.82997483396431,-246.76308913780557,0.659031842131879,0.875425060261708
96,-220.63614731054287,-245.53961285237506,0.35031092234460726,0.8968932937327824
97,-220.56531288099976,-246.65030334300263,0.2719954548234568,0.893934013429752
98,-221.57336404726001,-245.13971311760596,0.26952288134142116,0.899244576446281
99,-221.21889385748204,-247.63037688642217,0.2795664229970693,0.9007995437327824
